# Galaxy: UGC2885
# M_disk = 4.00 × 10^10 M_☉
# R_disk = 6.00 kpc
# M_halo = 40.00 × 10^10 M_☉
# Synthetic data for Synchronism validation
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
   0.500    54.04    5.53     0.00    22.62   119.23  3.254e+02  3.074e+03
   1.102    67.22    6.50     0.00    25.36   114.40  2.943e+02  1.127e+03
   1.704    95.80    7.05     0.00    18.15   105.08  2.662e+02  4.132e+02
   2.306    95.55    7.47     0.00     4.29    96.92  2.408e+02  1.515e+02
   2.908   104.32    7.94     0.00    15.08    90.16  2.178e+02  5.554e+01
   3.510   121.62    8.59     0.00    39.65    84.54  1.970e+02  2.036e+01
   4.112   140.29    9.52     0.00    69.55    79.82  1.782e+02  7.466e+00
   4.714   168.14   10.80     0.00   105.28    75.78  1.612e+02  2.737e+00
   5.316   198.19   12.49     0.00   147.62    72.28  1.458e+02  1.004e+00
   5.918   251.37   14.64     0.00   197.65    69.22  1.319e+02  3.679e-01
   6.520   270.12   17.31     0.00   256.76    66.51  1.193e+02  1.349e-01
   7.122   322.95   20.56     0.00   326.70    64.10  1.079e+02  4.946e-02
   7.724   388.18   24.51     0.00   409.60    61.92  9.761e+01  1.813e-02
   8.327   574.87   29.26     0.00   508.01    59.96  8.829e+01  6.648e-03
   8.929   591.00   34.98     0.00   624.99    58.16  7.986e+01  2.437e-03
   9.531   778.04   41.82     0.00   764.14    56.52  7.224e+01  8.936e-04
  10.133   892.60   50.00     0.00   929.65    55.01  6.534e+01  3.276e-04
  10.735  1026.51   59.75     0.00  1126.35    53.61  5.910e+01  1.201e-04
  11.337  1424.55   71.35     0.00  1359.77    52.32  5.346e+01  4.404e-05
  11.939  1659.42   85.12     0.00  1636.19    51.11  4.836e+01  1.615e-05
  12.541  1851.06  101.39     0.00  1962.60    49.98  4.374e+01  5.920e-06
  13.143  2427.48  120.56     0.00  2346.77    48.93  3.956e+01  2.170e-06
  13.745  2725.13  143.04     0.00  2797.16    47.93  3.579e+01  7.957e-07
  14.347  3295.94  169.30     0.00  3322.88    47.00  3.237e+01  2.917e-07
  14.949  4224.70  199.81     0.00  3933.55    46.12  2.928e+01  1.070e-07
  15.551  4437.81  235.07     0.00  4639.11    45.29  2.648e+01  3.921e-08
  16.153  4804.25  275.57     0.00  5449.54    44.50  2.396e+01  1.438e-08
  16.755  6675.83  321.81     0.00  6374.49    43.74  2.167e+01  5.271e-09
  17.357  7467.58  374.21     0.00  7422.77    43.03  1.960e+01  1.932e-09
  17.959  9059.59  433.15     0.00  8601.72    42.35  1.773e+01  7.085e-10
  18.561  8854.06  498.87     0.00  9916.37    41.70  1.604e+01  2.598e-10
  19.163 11386.93  571.47     0.00 11368.39    41.08  1.451e+01  9.524e-11
  19.765 12528.86  650.78     0.00 12954.83    40.49  1.312e+01  3.492e-11
  20.367 16008.93  736.36     0.00 14666.48    39.92  1.187e+01  1.280e-11
  20.969 16392.12  827.33     0.00 16485.98    39.38  1.073e+01  4.693e-12
  21.571 17857.42  922.30     0.00 18385.49    38.85  9.710e+00  1.721e-12
  22.173 19281.72 1019.22     0.00 20323.88    38.35  8.783e+00  6.309e-13
  22.776 21720.77 1115.19     0.00 22243.40    37.87  7.944e+00  2.313e-13
  23.378 24126.19 1206.31     0.00 24065.75    37.40  7.186e+00  8.480e-14
  23.980 27421.74 1287.39     0.00 25687.44    36.95  6.500e+00  3.109e-14
  24.582 27977.13 1351.74     0.00 26974.39    36.52  5.879e+00  1.140e-14
  25.184 26001.44 1390.80     0.00 27755.58    36.10  5.318e+00  4.179e-15
  25.786 28229.97 1393.80     0.00 27815.67    35.69  4.810e+00  1.532e-15
  26.388 25943.15 1347.35     0.00 26886.60    35.30  4.351e+00  5.618e-16
  26.990 22614.57 1234.91     0.00 24637.70    34.92  3.936e+00  2.060e-16
  27.592 20372.53 1036.25     0.00 20664.56    34.56  3.560e+00  7.551e-17
  28.194 14553.52  726.84     0.00 14476.13    34.20  3.220e+00  2.768e-17
  28.796  5736.08  277.10     0.00  5480.08    33.86  2.913e+00  1.015e-17
  29.398  6462.51  354.76     0.00  7033.83    33.52  2.635e+00  3.721e-18
  30.000 23596.16 1198.65     0.00 23912.61    33.20  2.383e+00  1.364e-18
