# Galaxy: DDO154
# M_disk = 0.10 × 10^10 M_☉
# R_disk = 1.00 kpc
# M_halo = 1.00 × 10^10 M_☉
# Synthetic data for Synchronism validation
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
   0.500    50.02    5.13     0.00     7.16     0.00  1.931e+02  0.000e+00
   0.592    46.51    5.36     0.00    16.07     0.00  1.761e+02  0.000e+00
   0.684    53.40    5.68     0.00    26.72     0.00  1.607e+02  0.000e+00
   0.776    58.42    6.11     0.00    39.26     0.00  1.466e+02  0.000e+00
   0.867    77.35    6.67     0.00    53.90     0.00  1.337e+02  0.000e+00
   0.959    84.96    7.38     0.00    70.97     0.00  1.220e+02  0.000e+00
   1.051    93.58    8.25     0.00    90.85     0.00  1.113e+02  0.000e+00
   1.143   139.90    9.30     0.00   114.03     0.00  1.015e+02  0.000e+00
   1.235   145.66   10.56     0.00   141.08     0.00  9.260e+01  0.000e+00
   1.327   174.27   12.07     0.00   172.72     0.00  8.448e+01  0.000e+00
   1.418   205.45   13.85     0.00   209.75     0.00  7.707e+01  0.000e+00
   1.510   261.56   15.97     0.00   253.14     0.00  7.030e+01  0.000e+00
   1.602   304.17   18.47     0.00   304.01     0.00  6.413e+01  0.000e+00
   1.694   351.03   21.41     0.00   363.62     0.00  5.851e+01  0.000e+00
   1.786   442.57   24.86     0.00   433.43     0.00  5.337e+01  0.000e+00
   1.878   574.63   28.92     0.00   515.09     0.00  4.869e+01  0.000e+00
   1.969   620.93   33.66     0.00   610.44     0.00  4.442e+01  0.000e+00
   2.061   743.32   39.20     0.00   721.53     0.00  4.052e+01  0.000e+00
   2.153   778.01   45.63     0.00   850.60     0.00  3.696e+01  0.000e+00
   2.245  1018.17   53.09     0.00  1000.11     0.00  3.372e+01  0.000e+00
   2.337  1185.21   61.71     0.00  1172.67     0.00  3.076e+01  0.000e+00
   2.429  1282.97   71.62     0.00  1371.09     0.00  2.806e+01  0.000e+00
   2.520  1638.24   82.97     0.00  1598.26     0.00  2.560e+01  0.000e+00
   2.612  1880.81   95.91     0.00  1857.15     0.00  2.335e+01  0.000e+00
   2.704  2057.24  110.58     0.00  2150.71     0.00  2.131e+01  0.000e+00
   2.796  2479.77  127.13     0.00  2481.79     0.00  1.944e+01  0.000e+00
   2.888  2966.57  145.68     0.00  2852.98     0.00  1.773e+01  0.000e+00
   2.980  3342.49  166.35     0.00  3266.47     0.00  1.617e+01  0.000e+00
   3.071  4149.71  189.22     0.00  3723.83     0.00  1.476e+01  0.000e+00
   3.163  4391.89  214.31     0.00  4225.78     0.00  1.346e+01  0.000e+00
   3.255  5003.77  241.61     0.00  4771.84     0.00  1.228e+01  0.000e+00
   3.347  5442.40  271.02     0.00  5359.99     0.00  1.120e+01  0.000e+00
   3.439  5991.67  302.33     0.00  5986.23     0.00  1.022e+01  0.000e+00
   3.531  7131.68  335.21     0.00  6644.00     0.00  9.322e+00  0.000e+00
   3.622  7569.55  369.19     0.00  7323.58     0.00  8.504e+00  0.000e+00
   3.714  7959.18  403.58     0.00  8011.36     0.00  7.758e+00  0.000e+00
   3.806  9160.75  437.46     0.00  8688.91     0.00  7.077e+00  0.000e+00
   3.898  8411.10  469.61     0.00  9332.04     0.00  6.456e+00  0.000e+00
   3.990 10624.62  498.49     0.00  9909.56     0.00  5.890e+00  0.000e+00
   4.082 11150.00  522.11     0.00 10381.94     0.00  5.373e+00  0.000e+00
   4.173 10734.53  538.00     0.00 10699.75     0.00  4.902e+00  0.000e+00
   4.265 10505.63  543.10     0.00 10801.84     0.00  4.471e+00  0.000e+00
   4.357 10387.83  533.68     0.00 10613.34     0.00  4.079e+00  0.000e+00
   4.449 10018.85  505.17     0.00 10043.25     0.00  3.721e+00  0.000e+00
   4.541  9579.44  452.10     0.00  8981.84     0.00  3.395e+00  0.000e+00
   4.633  7595.97  367.89     0.00  7297.61     0.00  3.097e+00  0.000e+00
   4.724  4920.89  244.71     0.00  4833.92     0.00  2.825e+00  0.000e+00
   4.816  1276.66   73.32     0.00  1405.15     0.00  2.577e+00  0.000e+00
   4.908  3351.63  163.41     0.00  3207.60     0.00  2.351e+00  0.000e+00
   5.000  9554.23  466.07     0.00  9261.31     0.00  2.145e+00  0.000e+00
