# Galaxy: NGC2976
# M_disk = 0.20 × 10^10 M_☉
# R_disk = 1.50 kpc
# M_halo = 2.00 × 10^10 M_☉
# Synthetic data for Synchronism validation
# Columns: Rad Vobs errV Vgas Vdisk Vbul SBdisk SBbul
# Units: kpc km/s km/s km/s km/s km/s L_☉/pc² L_☉/pc²
   0.500    31.91    4.90     0.00     5.40    45.12  2.027e+02  2.019e+02
   0.643    37.31    5.08     0.00     1.61    41.94  1.843e+02  7.789e+01
   0.786    50.84    5.31     0.00    10.75    39.29  1.676e+02  3.005e+01
   0.929    54.94    5.62     0.00    21.99    37.05  1.524e+02  1.159e+01
   1.071    62.57    6.06     0.00    35.43    35.15  1.385e+02  4.473e+00
   1.214    69.89    6.65     0.00    51.29    33.50  1.259e+02  1.726e+00
   1.357    82.93    7.41     0.00    69.91    32.06  1.145e+02  6.659e-01
   1.500   109.58    8.35     0.00    91.72    30.78  1.041e+02  2.569e-01
   1.643   137.03    9.51     0.00   117.28    29.65  9.463e+01  9.912e-02
   1.786   160.70   10.91     0.00   147.26    28.63  8.604e+01  3.824e-02
   1.929   192.04   12.59     0.00   182.49    27.71  7.822e+01  1.476e-02
   2.071   206.04   14.59     0.00   223.96    26.87  7.111e+01  5.693e-03
   2.214   275.43   16.97     0.00   272.81    26.10  6.465e+01  2.196e-03
   2.357   313.87   19.80     0.00   330.41    25.40  5.878e+01  8.474e-04
   2.500   382.72   23.15     0.00   398.32    24.75  5.344e+01  3.270e-04
   2.643   450.13   27.12     0.00   478.35    24.14  4.859e+01  1.261e-04
   2.786   584.25   31.80     0.00   572.53    23.58  4.417e+01  4.867e-05
   2.929   647.36   37.31     0.00   683.19    23.05  4.016e+01  1.878e-05
   3.071   848.16   43.77     0.00   812.90    22.56  3.651e+01  7.245e-06
   3.214   906.60   51.33     0.00   964.52    22.10  3.319e+01  2.795e-06
   3.357  1128.52   60.15     0.00  1141.16    21.67  3.018e+01  1.078e-06
   3.500  1388.63   70.39     0.00  1346.19    21.26  2.744e+01  4.161e-07
   3.643  1657.35   82.23     0.00  1583.19    20.87  2.494e+01  1.605e-07
   3.786  1984.59   95.85     0.00  1855.90    20.50  2.268e+01  6.194e-08
   3.929  2281.82  111.46     0.00  2168.14    20.15  2.062e+01  2.390e-08
   4.071  2342.82  129.23     0.00  2523.71    19.82  1.875e+01  9.220e-09
   4.214  2959.73  149.35     0.00  2926.23    19.51  1.704e+01  3.557e-09
   4.357  3442.13  171.98     0.00  3379.01    19.21  1.549e+01  1.372e-09
   4.500  3918.99  197.26     0.00  3884.73    18.92  1.409e+01  5.295e-10
   4.643  4633.92  225.29     0.00  4445.23    18.65  1.281e+01  2.043e-10
   4.786  5125.69  256.08     0.00  5061.09    18.38  1.164e+01  7.883e-11
   4.929  5924.69  289.58     0.00  5731.20    18.13  1.059e+01  3.041e-11
   5.071  6676.50  325.63     0.00  6452.21    17.89  9.624e+00  1.173e-11
   5.214  7163.27  363.91     0.00  7217.89    17.65  8.750e+00  4.527e-12
   5.357  8263.15  403.93     0.00  8018.30    17.43  7.955e+00  1.747e-12
   5.500  8955.12  444.96     0.00  8838.91    17.21  7.232e+00  6.739e-13
   5.643 10322.94  485.98     0.00  9659.46    17.01  6.575e+00  2.600e-13
   5.786  9609.73  525.64     0.00 10452.67    16.81  5.978e+00  1.003e-13
   5.929 11819.72  562.15     0.00 11182.73    16.61  5.435e+00  3.870e-14
   6.071 11329.08  593.18     0.00 11803.51    16.43  4.941e+00  1.493e-14
   6.214 12115.94  615.84     0.00 12256.57    16.24  4.492e+00  5.761e-15
   6.357 13055.45  626.44     0.00 12468.72    16.07  4.084e+00  2.223e-15
   6.500 12799.24  620.48     0.00 12349.38    15.90  3.713e+00  8.576e-16
   6.643 12439.60  592.38     0.00 11787.43    15.74  3.376e+00  3.309e-16
   6.786 11328.81  535.39     0.00 10647.66    15.58  3.069e+00  1.277e-16
   6.929  8845.14  441.35     0.00  8766.74    15.42  2.790e+00  4.926e-17
   7.071  6001.21  300.45     0.00  5948.62    15.27  2.537e+00  1.900e-17
   7.214  1871.40  101.02     0.00  1959.34    15.13  2.306e+00  7.332e-18
   7.357  3303.66  176.97     0.00  3478.84    14.98  2.097e+00  2.829e-18
   7.500 10616.48  537.71     0.00 10694.04    14.85  1.906e+00  1.091e-18
